fema_version,seismicity_level,building_type,assessment_level,modifier_code,modifier_category,modifier_value,is_applicable
P154-3E,Low,C3,Level 1,VERTICAL_MODERATE,Vertical Irregularity,-0.60,true
P154-3E,Low,C3,Level 1,PLAN_IRREGULARITY,Plan Irregularity,-0.90,true
P154-3E,Low,C3,Level 1,PRE_CODE,Pre-Code,,false
P154-3E,Low,C3,Level 1,POST_BENCHMARK,Post-Benchmark,,false
P154-3E,Low,C3,Level 1,SOIL_AB,Soil,1.20,true
P154-3E,Low,C3,Level 1,SOIL_E_LOW_RISE,Soil,-1.60,true
P154-3E,Low,C3,Level 1,SOIL_E_MID_HIGH_RISE,Soil,-1.60,true
P154-3E,Low,PC1,Level 1,VERTICAL_SEVERE,Vertical Irregularity,-1.30,true
P154-3E,Low,PC1,Level 1,VERTICAL_MODERATE,Vertical Irregularity,-0.80,true
P154-3E,Low,PC1,Level 1,PLAN_IRREGULARITY,Plan Irregularity,-1.20,true
P154-3E,Low,PC1,Level 1,PRE_CODE,Pre-Code,,false
P154-3E,Low,PC1,Level 1,POST_BENCHMARK,Post-Benchmark,1.90,true
P154-3E,Low,PC1,Level 1,SOIL_AB,Soil,1.30,true
P154-3E,Low,PC1,Level 1,SOIL_E_LOW_RISE,Soil,-1.70,true
P154-3E,Low,PC1,Level 1,SOIL_E_MID_HIGH_RISE,Soil,,false
P154-3E,Low,PC2,Level 1,VERTICAL_SEVERE,Vertical Irregularity,-1.10,true
P154-3E,Low,PC2,Level 1,VERTICAL_MODERATE,Vertical Irregularity,-0.60,true
P154-3E,Low,PC2,Level 1,PLAN_IRREGULARITY,Plan Irregularity,-0.90,true
P154-3E,Low,PC2,Level 1,PRE_CODE,Pre-Code,,false
P154-3E,Low,PC2,Level 1,POST_BENCHMARK,Post-Benchmark,2.60,true
P154-3E,Low,PC2,Level 1,SOIL_AB,Soil,1.30,true
P154-3E,Low,PC2,Level 1,SOIL_E_LOW_RISE,Soil,-1.60,true
P154-3E,Low,PC2,Level 1,SOIL_E_MID_HIGH_RISE,Soil,-1.60,true
P154-3E,Low,RM1,Level 1,VERTICAL_SEVERE,Vertical Irregularity,-1.10,true
P154-3E,Low,RM1,Level 1,VERTICAL_MODERATE,Vertical Irregularity,-0.60,true
P154-3E,Low,RM1,Level 1,PLAN_IRREGULARITY,Plan Irregularity,-0.90,true
P154-3E,Low,RM1,Level 1,PRE_CODE,Pre-Code,,false
P154-3E,Low,RM1,Level 1,POST_BENCHMARK,Post-Benchmark,2.30,true
P154-3E,Low,RM1,Level 1,SOIL_AB,Soil,1.40,true
P154-3E,Low,RM1,Level 1,SOIL_E_LOW_RISE,Soil,-1.70,true
P154-3E,Low,RM1,Level 1,SOIL_E_MID_HIGH_RISE,Soil,-1.60,true
P154-3E,Low,RM2,Level 1,VERTICAL_SEVERE,Vertical Irregularity,-1.10,true
P154-3E,Low,RM2,Level 1,VERTICAL_MODERATE,Vertical Irregularity,-0.60,true
P154-3E,Low,RM2,Level 1,PLAN_IRREGULARITY,Plan Irregularity,-0.90,true
P154-3E,Low,RM2,Level 1,PRE_CODE,Pre-Code,,false
P154-3E,Low,RM2,Level 1,POST_BENCHMARK,Post-Benchmark,2.30,true
P154-3E,Low,RM2,Level 1,SOIL_AB,Soil,1.40,true
P154-3E,Low,RM2,Level 1,SOIL_E_LOW_RISE,Soil,-1.70,true
P154-3E,Low,RM2,Level 1,SOIL_E_MID_HIGH_RISE,Soil,-1.70,true
P154-3E,Low,URM,Level 1,VERTICAL_SEVERE,Vertical Irregularity,-1.20,true
P154-3E,Low,URM,Level 1,VERTICAL_MODERATE,Vertical Irregularity,-0.70,true
P154-3E,Low,URM,Level 1,PLAN_IRREGULARITY,Plan Irregularity,-1.00,true
P154-3E,Low,URM,Level 1,PRE_CODE,Pre-Code,,false
P154-3E,Low,URM,Level 1,POST_BENCHMARK,Post-Benchmark,,false
P154-3E,Low,URM,Level 1,SOIL_AB,Soil,1.30,true
P154-3E,Low,URM,Level 1,SOIL_E_LOW_RISE,Soil,-1.50,true
P154-3E,Low,URM,Level 1,SOIL_E_MID_HIGH_RISE,Soil,-1.40,true
P154-3E,Low,MH,Level 1,VERTICAL_SEVERE,Vertical Irregularity,,false
P154-3E,Low,MH,Level 1,VERTICAL_MODERATE,Vertical Irregularity,,false
P154-3E,Low,MH,Level 1,PLAN_IRREGULARITY,Plan Irregularity,,false
P154-3E,Low,MH,Level 1,PRE_CODE,Pre-Code,,false
P154-3E,Low,MH,Level 1,POST_BENCHMARK,Post-Benchmark,1.80,true
P154-3E,Low,MH,Level 1,SOIL_AB,Soil,0.90,true
P154-3E,Low,MH,Level 1,SOIL_E_LOW_RISE,Soil,-2.10,true
P154-3E,Low,MH,Level 1,SOIL_E_MID_HIGH_RISE,Soil,,false
